strain	date	PPX_accession	PPX_accession__url	INSDC_accession	INSDC_accession__url	dataUseTerms	dataUseTerms__url	region	country	clades	old_nomenclature	insertion	author	accession	division
Kenya/PP_0049Z9V.1/2021-08-25	2021-08-25	PP_0049Z9V.1	https://pathoplexus.org/seq/PP_0049Z9V.1	PX279664.1	https://www.ncbi.nlm.nih.gov/nuccore/PX279664.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Africa	Kenya	B1	B1	False	Okanda, D.; Odoyo, S.; Kiprono, H.; Katama, E.; Maina, G.; Mutunga, M.; Lewa, C.; Cheruiyot, R.; Nyiro, J.; Agoti, C.; Githinji, G.	PP_0049Z9V	Kilifi
Kenya/PP_0049ZBR.1/2021-07-19	2021-07-19	PP_0049ZBR.1	https://pathoplexus.org/seq/PP_0049ZBR.1	PX279666.1	https://www.ncbi.nlm.nih.gov/nuccore/PX279666.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Africa	Kenya	B1	B1	False	Okanda, D.; Odoyo, S.; Kiprono, H.; Katama, E.; Maina, G.; Mutunga, M.; Lewa, C.; Cheruiyot, R.; Nyiro, J.; Agoti, C.; Githinji, G.	PP_0049ZBR	Kilifi
Kenya/PP_0049ZJA.1/2021-01-03	2021-01-03	PP_0049ZJA.1	https://pathoplexus.org/seq/PP_0049ZJA.1	PX279673.1	https://www.ncbi.nlm.nih.gov/nuccore/PX279673.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Africa	Kenya	B1	B1	False	Okanda, D.; Odoyo, S.; Kiprono, H.; Katama, E.; Maina, G.; Mutunga, M.; Lewa, C.; Cheruiyot, R.; Nyiro, J.; Agoti, C.; Githinji, G.	PP_0049ZJA	Kilifi
Kenya/PP_0049ZK8.1/2021-03-03	2021-03-03	PP_0049ZK8.1	https://pathoplexus.org/seq/PP_0049ZK8.1	PX279674.1	https://www.ncbi.nlm.nih.gov/nuccore/PX279674.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Africa	Kenya	B1	B1	False	Okanda, D.; Odoyo, S.; Kiprono, H.; Katama, E.; Maina, G.; Mutunga, M.; Lewa, C.; Cheruiyot, R.; Nyiro, J.; Agoti, C.; Githinji, G.	PP_0049ZK8	Kilifi
Kenya/PP_0049ZHC.1/2021-02-15	2021-02-15	PP_0049ZHC.1	https://pathoplexus.org/seq/PP_0049ZHC.1	PX279672.1	https://www.ncbi.nlm.nih.gov/nuccore/PX279672.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Africa	Kenya	B1	B1	False	Okanda, D.; Odoyo, S.; Kiprono, H.; Katama, E.; Maina, G.; Mutunga, M.; Lewa, C.; Cheruiyot, R.; Nyiro, J.; Agoti, C.; Githinji, G.	PP_0049ZHC	Kilifi
Kenya/PP_0049ZGF.1/2021-02-15	2021-02-15	PP_0049ZGF.1	https://pathoplexus.org/seq/PP_0049ZGF.1	PX279671.1	https://www.ncbi.nlm.nih.gov/nuccore/PX279671.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Africa	Kenya	B1	B1	False	Okanda, D.; Odoyo, S.; Kiprono, H.; Katama, E.; Maina, G.; Mutunga, M.; Lewa, C.; Cheruiyot, R.; Nyiro, J.; Agoti, C.; Githinji, G.	PP_0049ZGF	Kilifi
Kenya/PP_0049ZL6.1/2021-03-16	2021-03-16	PP_0049ZL6.1	https://pathoplexus.org/seq/PP_0049ZL6.1	PX279675.1	https://www.ncbi.nlm.nih.gov/nuccore/PX279675.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Africa	Kenya	B1	B1	False	Okanda, D.; Odoyo, S.; Kiprono, H.; Katama, E.; Maina, G.; Mutunga, M.; Lewa, C.; Cheruiyot, R.; Nyiro, J.; Agoti, C.; Githinji, G.	PP_0049ZL6	Kilifi
Australia/PP_002E66L.2/2003-08-22	2003-08-22	PP_002E66L.2	https://pathoplexus.org/seq/PP_002E66L.2	KF530176.1	https://www.ncbi.nlm.nih.gov/nuccore/KF530176.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	B2	B2	False	Lorenzi, H.; Town, C.; Halpin, R.; Nguyen, A.; Bera, J.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Mackay, I. M.; Sloots, T. P.; Nissen, M. D.; Wentworth, D. E.; Williams, J. V.	PP_002E66L	Queensland
Australia/PP_002E5Z0.2/2004-08-15	2004-08-15	PP_002E5Z0.2	https://pathoplexus.org/seq/PP_002E5Z0.2	KF530170.1	https://www.ncbi.nlm.nih.gov/nuccore/KF530170.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	B2	B2	False	Lorenzi, H.; Town, C.; Halpin, R.; Nguyen, A.; Bera, J.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Mackay, I. M.; Sloots, T. P.; Nissen, M. D.; Wentworth, D. E.; Williams, J. V.	PP_002E5Z0	Queensland
Australia/PP_002DRSW.2/2004-07-24	2004-07-24	PP_002DRSW.2	https://pathoplexus.org/seq/PP_002DRSW.2	KC562231.1	https://www.ncbi.nlm.nih.gov/nuccore/KC562231.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	B2	B2	False	Lorenzi, H.; Town, C.; Halpin, R.; Nguyen, A.; Bera, J.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Mackay, I. M.; Sloots, T. P.; Nissen, M. D.; Wentworth, D. E.; Williams, J. V.	PP_002DRSW	Queensland
Australia/PP_002E5G1.2/2003-06-13	2003-06-13	PP_002E5G1.2	https://pathoplexus.org/seq/PP_002E5G1.2	KF530155.1	https://www.ncbi.nlm.nih.gov/nuccore/KF530155.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	B2	B2	False	Lorenzi, H.; Town, C.; Halpin, R.; Nguyen, A.; Bera, J.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Mackay, I. M.; Sloots, T. P.; Nissen, M. D.; Wentworth, D. E.; Williams, J. V.	PP_002E5G1	Queensland
USA/PP_002D4H1.2/1999-04	1999-04-01 (1999-04-01 - 1999-04-27)	PP_002D4H1.2	https://pathoplexus.org/seq/PP_002D4H1.2	JN184402.1	https://www.ncbi.nlm.nih.gov/nuccore/JN184402.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B2	B2	False	Piyaratna, R.; Tollefson, S. J.; Williams, J. V.; Piyaratna, R. V.	PP_002D4H1	
USA/PP_002DRZG.2/1995-02-28	1995-02-28	PP_002DRZG.2	https://pathoplexus.org/seq/PP_002DRZG.2	KC562237.1	https://www.ncbi.nlm.nih.gov/nuccore/KC562237.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B2	B2	False	Lorenzi, H.; Town, C.; Halpin, R.; Nguyen, A.; Bera, J.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Wentworth, D. E.; Williams, J. V.	PP_002DRZG	Nashville
USA/PP_002DRN4.2/1997-02-24	1997-02-24	PP_002DRN4.2	https://pathoplexus.org/seq/PP_002DRN4.2	KC562228.1	https://www.ncbi.nlm.nih.gov/nuccore/KC562228.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B2	B2	False	Lorenzi, H.; Town, C.; Halpin, R.; Nguyen, A.; Bera, J.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Wentworth, D. E.; Williams, J. V.	PP_002DRN4	Nashville
USA/PP_002DRTU.2/2001-02-06	2001-02-06	PP_002DRTU.2	https://pathoplexus.org/seq/PP_002DRTU.2	KC562232.1	https://www.ncbi.nlm.nih.gov/nuccore/KC562232.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B2	B2	False	Lorenzi, H.; Town, C.; Halpin, R.; Nguyen, A.; Bera, J.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Wentworth, D. E.; Williams, J. V.	PP_002DRTU	Nashville
Australia/PP_002E68G.2/2004-10-11	2004-10-11	PP_002E68G.2	https://pathoplexus.org/seq/PP_002E68G.2	KF530178.1	https://www.ncbi.nlm.nih.gov/nuccore/KF530178.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	B2	B2	False	Lorenzi, H.; Town, C.; Halpin, R.; Nguyen, A.; Bera, J.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Mackay, I. M.; Sloots, T. P.; Nissen, M. D.; Wentworth, D. E.; Williams, J. V.	PP_002E68G	Queensland
USA/PP_0049JC4.1/2011-03-09	2011-03-09	PP_0049JC4.1	https://pathoplexus.org/seq/PP_0049JC4.1	PX444071.1	https://www.ncbi.nlm.nih.gov/nuccore/PX444071.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B2	B2	False	Lauring, A. S.; Papalambros, L. K.	PP_0049JC4	
USA/PP_004F83L.1/2017-05	2017-05-01 (2017-05-01 - 2017-05-28)	PP_004F83L.1	https://pathoplexus.org/seq/PP_004F83L.1	PV796924.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796924.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B2	B2	False	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F83L	Pittsburgh
USA/PP_004F47G.1/2017-04	2017-04-01 (2017-04-01 - 2017-04-27)	PP_004F47G.1	https://pathoplexus.org/seq/PP_004F47G.1	PV796792.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796792.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B2	B2	False	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F47G	Pittsburgh
USA/PP_002K2T4.1/2019-05-01	2019-05-01	PP_002K2T4.1	https://pathoplexus.org/seq/PP_002K2T4.1	PP947686.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947686.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B2	B2	False	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K2T4	Washington
USA/PP_004F7B5.1/2017-02	2017-02-01 (2017-02-01 - 2017-02-25)	PP_004F7B5.1	https://pathoplexus.org/seq/PP_004F7B5.1	PV796898.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796898.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B2	B2	False	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F7B5	Pittsburgh
USA/PP_004F7FX.1/2017-03	2017-03-25 (2017-03-01 - 2017-03-31)	PP_004F7FX.1	https://pathoplexus.org/seq/PP_004F7FX.1	PV796902.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796902.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B2	B2	False	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F7FX	Pittsburgh
USA/PP_004F7JQ.1/2017-03	2017-03-30 (2017-03-01 - 2017-03-31)	PP_004F7JQ.1	https://pathoplexus.org/seq/PP_004F7JQ.1	PV796905.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796905.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B2	B2	False	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F7JQ	Pittsburgh
USA/PP_004F7YW.1/2017-05	2017-05-05 (2017-05-01 - 2017-05-31)	PP_004F7YW.1	https://pathoplexus.org/seq/PP_004F7YW.1	PV796919.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796919.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B2	B2	False	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F7YW	Pittsburgh
Netherlands/PP_002BTFM.1/1994-01-07	1994-01-07	PP_002BTFM.1	https://pathoplexus.org/seq/PP_002BTFM.1	FJ168778.1	https://www.ncbi.nlm.nih.gov/nuccore/FJ168778.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Europe	Netherlands	B2	B2	False	de Graaf, M.; Osterhaus, A. D.; Fouchier, R. A.; Holmes, E. C.; van den Hoogen, B. G.; Fouchier, R. A. M.; Herfst, S.; Sprong, L.; van Eijk, R.; Osterhaus, A. D. M. E.; Bestebroer, T. M.	PP_002BTFM	
USA/PP_002DQN5.2/1991-03-12	1991-03-12	PP_002DQN5.2	https://pathoplexus.org/seq/PP_002DQN5.2	KC403972.1	https://www.ncbi.nlm.nih.gov/nuccore/KC403972.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B2	B2	False	Lorenzi, H.; Town, C.; Halpin, R.; Nguyen, A.; Bera, J.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Wentworth, D. E.; Williams, J. V.	PP_002DQN5	Nashville
USA/PP_002DRGH.2/1997-02-25	1997-02-25	PP_002DRGH.2	https://pathoplexus.org/seq/PP_002DRGH.2	KC562222.1	https://www.ncbi.nlm.nih.gov/nuccore/KC562222.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B2	B2	False	Lorenzi, H.; Town, C.; Halpin, R.; Nguyen, A.; Bera, J.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Wentworth, D. E.; Williams, J. V.	PP_002DRGH	Nashville
USA/PP_002DS70.2/1983-12-13	1983-12-13	PP_002DS70.2	https://pathoplexus.org/seq/PP_002DS70.2	KC562244.1	https://www.ncbi.nlm.nih.gov/nuccore/KC562244.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B2	B2	False	Lorenzi, H.; Town, C.; Halpin, R.; Nguyen, A.; Bera, J.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Wentworth, D. E.; Williams, J. V.	PP_002DS70	Nashville
USA/PP_002DQM7.2/1991-03-08	1991-03-08	PP_002DQM7.2	https://pathoplexus.org/seq/PP_002DQM7.2	KC403971.1	https://www.ncbi.nlm.nih.gov/nuccore/KC403971.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B2	B2	False	Lorenzi, H.; Town, C.; Halpin, R.; Nguyen, A.; Bera, J.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Wentworth, D. E.; Williams, J. V.	PP_002DQM7	Nashville
USA/PP_002DS1C.2/1995-11-01	1995-11-01	PP_002DS1C.2	https://pathoplexus.org/seq/PP_002DS1C.2	KC562239.1	https://www.ncbi.nlm.nih.gov/nuccore/KC562239.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B2	B2	False	Lorenzi, H.; Town, C.; Halpin, R.; Nguyen, A.; Bera, J.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Wentworth, D. E.; Williams, J. V.	PP_002DS1C	Nashville
USA/PP_002DRP2.2/1996-02-08	1996-02-08	PP_002DRP2.2	https://pathoplexus.org/seq/PP_002DRP2.2	KC562229.1	https://www.ncbi.nlm.nih.gov/nuccore/KC562229.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B2	B2	False	Lorenzi, H.; Town, C.; Halpin, R.; Nguyen, A.; Bera, J.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Wentworth, D. E.; Williams, J. V.	PP_002DRP2	Nashville
USA/PP_002DS0E.2/1996-03-13	1996-03-13	PP_002DS0E.2	https://pathoplexus.org/seq/PP_002DS0E.2	KC562238.1	https://www.ncbi.nlm.nih.gov/nuccore/KC562238.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B2	B2	False	Lorenzi, H.; Town, C.; Halpin, R.; Nguyen, A.; Bera, J.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Wentworth, D. E.; Williams, J. V.	PP_002DS0E	Nashville
Peru/PP_002EB5H.2/2009-11-30	2009-11-30	PP_002EB5H.2	https://pathoplexus.org/seq/PP_002EB5H.2	KJ627432.1	https://www.ncbi.nlm.nih.gov/nuccore/KJ627432.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	South America	Peru	B2	B2	False	Wentworth, D. E.; Halpin, R. A.; Bera, J.; Lin, X.; Fedorova, N.; Tsitrin, T.; McLellan, M.; Stockwell, T.; Amedeo, P.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Garcia, J.; Laguna-Torres, V. A.; Leguia, M.; Benavides, J. G.; Halsey, E.	PP_002EB5H	Piura
Peru/PP_002EA4L.2/2010-12-17	2010-12-17	PP_002EA4L.2	https://pathoplexus.org/seq/PP_002EA4L.2	KJ627397.1	https://www.ncbi.nlm.nih.gov/nuccore/KJ627397.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	South America	Peru	B2	B2	False	Wentworth, D. E.; Halpin, R. A.; Bera, J.; Lin, X.; Fedorova, N.; Tsitrin, T.; McLellan, M.; Stockwell, T.; Amedeo, P.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Garcia, J.; Laguna-Torres, V. A.; Leguia, M.; Benavides, J. G.; Halsey, E.	PP_002EA4L	Piura
Brazil/PP_002FNZF.1/2010-01-04	2010-01-04	PP_002FNZF.1	https://pathoplexus.org/seq/PP_002FNZF.1	MG431250.1	https://www.ncbi.nlm.nih.gov/nuccore/MG431250.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	South America	Brazil	B2	B2	False	Di Paola, N.; Cunha, M. P.; Oliveira, D. B. L.; Durigon, E.; Durigon, G. S.; Zanotto, P. M. A.	PP_002FNZF	
Peru/PP_002EA7E.2/2010-07-23	2010-07-23	PP_002EA7E.2	https://pathoplexus.org/seq/PP_002EA7E.2	KJ627400.1	https://www.ncbi.nlm.nih.gov/nuccore/KJ627400.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	South America	Peru	B2	B2	False	Wentworth, D. E.; Halpin, R. A.; Bera, J.; Lin, X.; Fedorova, N.; Tsitrin, T.; McLellan, M.; Stockwell, T.; Amedeo, P.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Garcia, J.; Laguna-Torres, V. A.; Leguia, M.; Benavides, J. G.; Halsey, E.	PP_002EA7E	Loreto
Peru/PP_002EAMK.2/2010-08-06	2010-08-06	PP_002EAMK.2	https://pathoplexus.org/seq/PP_002EAMK.2	KJ627414.1	https://www.ncbi.nlm.nih.gov/nuccore/KJ627414.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	South America	Peru	B2	B2	False	Wentworth, D. E.; Halpin, R. A.; Bera, J.; Lin, X.; Fedorova, N.; Tsitrin, T.; McLellan, M.; Stockwell, T.; Amedeo, P.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Garcia, J.; Laguna-Torres, V. A.; Leguia, M.; Benavides, J. G.; Halsey, E.	PP_002EAMK	Loreto
USA/PP_0049JGW.1/2012-02-22	2012-02-22	PP_0049JGW.1	https://pathoplexus.org/seq/PP_0049JGW.1	PX444075.1	https://www.ncbi.nlm.nih.gov/nuccore/PX444075.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B2	B2	False	Lauring, A. S.; Papalambros, L. K.	PP_0049JGW	
Australia/PP_002JEHE.2/2013-07-11	2013-07-11	PP_002JEHE.2	https://pathoplexus.org/seq/PP_002JEHE.2	OP904060.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904060.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	B2	B2	False	Tulloch, R. L.; Eden, J.-S.	PP_002JEHE	
China/PP_002HCP6.1/2014-02-14	2014-02-14	PP_002HCP6.1	https://pathoplexus.org/seq/PP_002HCP6.1	MZ504964.1	https://www.ncbi.nlm.nih.gov/nuccore/MZ504964.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	B2	B2	False	Guo, C.; Zhu, R.; Qian, Y.; Wang, F.; Deng, J.; Sun, Y.; Zhao, L.; Tian, R.	PP_002HCP6	
China/PP_00485J6.1/2016-01-14	2016-01-14	PP_00485J6.1	https://pathoplexus.org/seq/PP_00485J6.1	PV218127.1	https://www.ncbi.nlm.nih.gov/nuccore/PV218127.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	B2	B2	False	Kang, L.; Wang, L.; Huang, F.	PP_00485J6	Beijing
USA/PP_004F86E.1/2017-07	2017-07-01 (2017-07-01 - 2017-07-28)	PP_004F86E.1	https://pathoplexus.org/seq/PP_004F86E.1	PV796927.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796927.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B2	B2	False	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F86E	Pittsburgh
China/PP_00486Z9.1/2017-03-01	2017-03-01	PP_00486Z9.1	https://pathoplexus.org/seq/PP_00486Z9.1	PV218176.1	https://www.ncbi.nlm.nih.gov/nuccore/PV218176.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	B2	B2	False	Kang, L.; Wang, L.; Huang, F.	PP_00486Z9	Beijing
Australia/PP_002JG7Z.2/2018-06-29	2018-06-29	PP_002JG7Z.2	https://pathoplexus.org/seq/PP_002JG7Z.2	OP904118.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904118.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	B2	B2	False	Tulloch, R. L.; Eden, J.-S.	PP_002JG7Z	
Australia/PP_002JGSU.2/2018-07-01	2018-07-01	PP_002JGSU.2	https://pathoplexus.org/seq/PP_002JGSU.2	OP904137.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904137.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	B2	B2	False	Tulloch, R. L.; Eden, J.-S.	PP_002JGSU	
Australia/PP_002JGHC.2/2018-06-22	2018-06-22	PP_002JGHC.2	https://pathoplexus.org/seq/PP_002JGHC.2	OP904128.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904128.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	B2	B2	False	Tulloch, R. L.; Eden, J.-S.	PP_002JGHC	
Australia/PP_002JGUQ.2/2016-05-27	2016-05-27	PP_002JGUQ.2	https://pathoplexus.org/seq/PP_002JGUQ.2	OP904139.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904139.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	B2	B2	False	Tulloch, R. L.; Eden, J.-S.	PP_002JGUQ	
