strain	date	country	division	author	author__url	accession	accession__url
V1128	2014-09-25	Guinea	Conakry	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534580	https://www.ncbi.nlm.nih.gov/nuccore/KR534580
V1149	2014-09-27	Guinea	Conakry	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534582	https://www.ncbi.nlm.nih.gov/nuccore/KR534582
J0167	2014-11-08	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759624	https://www.ncbi.nlm.nih.gov/nuccore/KP759624
J0060	2014-10-06	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759726	https://www.ncbi.nlm.nih.gov/nuccore/KP759726
J0065	2014-10-09	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759729	https://www.ncbi.nlm.nih.gov/nuccore/KP759729
J0059	2014-10-08	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759725	https://www.ncbi.nlm.nih.gov/nuccore/KP759725
J0090	2014-10-23	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759649	https://www.ncbi.nlm.nih.gov/nuccore/KP759649
J0052	2014-10-08	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759720	https://www.ncbi.nlm.nih.gov/nuccore/KP759720
12004_EMLH	2015-02-14	Sierra Leone	Western Rural	Arias et al		KU296302	https://www.ncbi.nlm.nih.gov/nuccore/KU296302
DML12239	2015-03-09	Sierra Leone	Western Urban	Smits et al		KT357820	https://www.ncbi.nlm.nih.gov/nuccore/KT357820
J0153	2014-11-07	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759616	https://www.ncbi.nlm.nih.gov/nuccore/KP759616
J0172	2014-11-11	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759626	https://www.ncbi.nlm.nih.gov/nuccore/KP759626
V20145853	2014-11-26	Sierra Leone	Pujehun	Whitmer et al A		KR653290	https://www.ncbi.nlm.nih.gov/nuccore/KR653290
J0151	2014-11-07	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759613	https://www.ncbi.nlm.nih.gov/nuccore/KP759613
J0075	2014-10-17	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759743	https://www.ncbi.nlm.nih.gov/nuccore/KP759743
75708_EMLH	2015-01-15	Sierra Leone	Sierra Leone	Arias et al		KU296739	https://www.ncbi.nlm.nih.gov/nuccore/KU296739
J0094	2014-10-27	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759761	https://www.ncbi.nlm.nih.gov/nuccore/KP759761
J0077	2014-10-17	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759745	https://www.ncbi.nlm.nih.gov/nuccore/KP759745
KT4622	2015-02-01	Sierra Leone	Sierra Leone	Arias et al		KU296587	https://www.ncbi.nlm.nih.gov/nuccore/KU296587
PL2101	2015-01-18	Sierra Leone	Port Loko	Arias et al		KU296714	https://www.ncbi.nlm.nih.gov/nuccore/KU296714
KT5034	2015-02-14	Sierra Leone	Sierra Leone	Arias et al		KU296632	https://www.ncbi.nlm.nih.gov/nuccore/KU296632
12257_EMLH	2015-03-01	Sierra Leone	Port Loko	Arias et al		KU296702	https://www.ncbi.nlm.nih.gov/nuccore/KU296702
12229_EMLH	2015-02-27	Sierra Leone	Western Rural	Arias et al		KU296643	https://www.ncbi.nlm.nih.gov/nuccore/KU296643
PL4105	2015-02-28	Sierra Leone	Port Loko	Arias et al		KU296694	https://www.ncbi.nlm.nih.gov/nuccore/KU296694
PL5001	2015-03-19	Sierra Leone	Port Loko	Arias et al		KU296514	https://www.ncbi.nlm.nih.gov/nuccore/KU296514
PL2668	2015-01-29	Sierra Leone	Port Loko	Arias et al		KU296294	https://www.ncbi.nlm.nih.gov/nuccore/KU296294
PL4190	2015-03-01	Sierra Leone	Port Loko	Arias et al		KU296351	https://www.ncbi.nlm.nih.gov/nuccore/KU296351
KT5832	2015-03-10	Sierra Leone	Sierra Leone	Arias et al		KU296493	https://www.ncbi.nlm.nih.gov/nuccore/KU296493
PL4671	2015-03-12	Sierra Leone	Port Loko	Arias et al		KU296782	https://www.ncbi.nlm.nih.gov/nuccore/KU296782
KT5974	2015-03-16	Sierra Leone	Sierra Leone	Arias et al		KU296475	https://www.ncbi.nlm.nih.gov/nuccore/KU296475
PL4679	2015-03-12	Sierra Leone	Sierra Leone	Arias et al		KU296623	https://www.ncbi.nlm.nih.gov/nuccore/KU296623
PL4187	2015-03-01	Sierra Leone	Port Loko	Arias et al		KU296567	https://www.ncbi.nlm.nih.gov/nuccore/KU296567
J0169	2014-11-09	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759706	https://www.ncbi.nlm.nih.gov/nuccore/KP759706
77526_EMLK	2014-12-30	Sierra Leone	Sierra Leone	Arias et al		KU296824	https://www.ncbi.nlm.nih.gov/nuccore/KU296824
77613_EMLK	2015-01-05	Sierra Leone	Western Urban	Arias et al		KU296579	https://www.ncbi.nlm.nih.gov/nuccore/KU296579
14687_EMLK	2015-02-21	Sierra Leone	Western Urban	Arias et al		KU296443	https://www.ncbi.nlm.nih.gov/nuccore/KU296443
PL4346	2015-03-04	Sierra Leone	Kambia	Arias et al		KU296641	https://www.ncbi.nlm.nih.gov/nuccore/KU296641
12936_EMLH	2015-05-04	Sierra Leone	Western Urban	Arias et al		KU296561	https://www.ncbi.nlm.nih.gov/nuccore/KU296561
12872_EMLH	2015-04-18	Sierra Leone	Western Urban	Arias et al		KU296560	https://www.ncbi.nlm.nih.gov/nuccore/KU296560
12851_EMLH	2015-04-15	Sierra Leone	Western Urban	Arias et al		KU296671	https://www.ncbi.nlm.nih.gov/nuccore/KU296671
12934_EMLH	2015-05-04	Sierra Leone	Western Urban	Arias et al		KU296790	https://www.ncbi.nlm.nih.gov/nuccore/KU296790
12916_EMLH	2015-04-29	Sierra Leone	Western Urban	Arias et al		KU296318	https://www.ncbi.nlm.nih.gov/nuccore/KU296318
12855_EMLH	2015-04-15	Sierra Leone	Western Urban	Arias et al		KU296723	https://www.ncbi.nlm.nih.gov/nuccore/KU296723
12854_EMLH	2015-04-15	Sierra Leone	Western Urban	Arias et al		KU296729	https://www.ncbi.nlm.nih.gov/nuccore/KU296729
13031_EMLH	2015-05-18	Sierra Leone	Western Urban	Arias et al		KU296665	https://www.ncbi.nlm.nih.gov/nuccore/KU296665
MK9396	2015-07-18	Sierra Leone	Western Urban	Arias et al		KU296321	https://www.ncbi.nlm.nih.gov/nuccore/KU296321
18649_EMLH	2015-07-10	Sierra Leone	Western Urban	Arias et al		KU296456	https://www.ncbi.nlm.nih.gov/nuccore/KU296456
DML14077	2015-06-30	Sierra Leone	Western Urban	Smits et al		KT357860	https://www.ncbi.nlm.nih.gov/nuccore/KT357860
13204_EMLH	2015-06-16	Sierra Leone	Western Urban	Arias et al		KU296544	https://www.ncbi.nlm.nih.gov/nuccore/KU296544
18648_EMLH	2015-07-09	Sierra Leone	Western Urban	Arias et al		KU296701	https://www.ncbi.nlm.nih.gov/nuccore/KU296701
18660_EMLH	2015-07-10	Sierra Leone	Western Urban	Arias et al		KU296838	https://www.ncbi.nlm.nih.gov/nuccore/KU296838
PL8486	2015-06-25	Sierra Leone	Sierra Leone	Arias et al		KU296446	https://www.ncbi.nlm.nih.gov/nuccore/KU296446
MK10173	2015-08-01	Sierra Leone	Tonkolili	Arias et al		KU296313	https://www.ncbi.nlm.nih.gov/nuccore/KU296313
MK10128	2015-07-31	Sierra Leone	Tonkolili	Arias et al		KU296502	https://www.ncbi.nlm.nih.gov/nuccore/KU296502
18538_EMLH	2015-07-04	Sierra Leone	Sierra Leone	Arias et al		KU296727	https://www.ncbi.nlm.nih.gov/nuccore/KU296727
13268_EMLH	2015-06-23	Sierra Leone	Sierra Leone	Arias et al		KU296603	https://www.ncbi.nlm.nih.gov/nuccore/KU296603
MK8878	2015-07-23	Sierra Leone	Tonkolili	Arias et al		KU296684	https://www.ncbi.nlm.nih.gov/nuccore/KU296684
18642R_EMLH	2015-07-08	Sierra Leone	Western Urban	Arias et al		KU296357	https://www.ncbi.nlm.nih.gov/nuccore/KU296357
18687R_EMLH	2015-07-12	Sierra Leone	Western Urban	Arias et al		KU296650	https://www.ncbi.nlm.nih.gov/nuccore/KU296650
18636_EMLH	2015-07-08	Sierra Leone	Sierra Leone	Arias et al		KU296460	https://www.ncbi.nlm.nih.gov/nuccore/KU296460
13275_EMLH	2015-06-24	Sierra Leone	Western Urban	Arias et al		KU296430	https://www.ncbi.nlm.nih.gov/nuccore/KU296430
18659R_EMLH	2015-07-10	Sierra Leone	Western Urban	Arias et al		KU296585	https://www.ncbi.nlm.nih.gov/nuccore/KU296585
18638R_EMLH	2015-07-08	Sierra Leone	Western Urban	Arias et al		KU296348	https://www.ncbi.nlm.nih.gov/nuccore/KU296348
18706_EMLH	2015-07-14	Sierra Leone	Sierra Leone	Arias et al		KU296599	https://www.ncbi.nlm.nih.gov/nuccore/KU296599
18650_EMLH	2015-07-10	Sierra Leone	Western Urban	Arias et al		KU296370	https://www.ncbi.nlm.nih.gov/nuccore/KU296370
DML14366	2015-07-11	Sierra Leone	Western Urban	Smits et al		KT357859	https://www.ncbi.nlm.nih.gov/nuccore/KT357859
18596_EMLH	2015-07-05	Sierra Leone	Western Urban	Arias et al		KU296715	https://www.ncbi.nlm.nih.gov/nuccore/KU296715
DML14163	2015-07-03	Sierra Leone	Western Urban	Smits et al		KT357858	https://www.ncbi.nlm.nih.gov/nuccore/KT357858
13247_EMLH	2015-06-19	Sierra Leone	Sierra Leone	Arias et al		KU296830	https://www.ncbi.nlm.nih.gov/nuccore/KU296830
18647_EMLH	2015-07-09	Sierra Leone	Western Urban	Arias et al		KU296566	https://www.ncbi.nlm.nih.gov/nuccore/KU296566
J0129	2014-11-02	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759600	https://www.ncbi.nlm.nih.gov/nuccore/KP759600
77558_EMLK	2015-01-02	Sierra Leone	Sierra Leone	Arias et al		KU296733	https://www.ncbi.nlm.nih.gov/nuccore/KU296733
77643_EMLK	2015-01-07	Sierra Leone	Western Urban	Arias et al		KU296395	https://www.ncbi.nlm.nih.gov/nuccore/KU296395
12757_EMLH	2015-04-03	Sierra Leone	Western Urban	Arias et al		KU296468	https://www.ncbi.nlm.nih.gov/nuccore/KU296468
632_EMLH	2015-02-06	Sierra Leone	Western Urban	Arias et al		KU296693	https://www.ncbi.nlm.nih.gov/nuccore/KU296693
634_EMLH	2015-02-06	Sierra Leone	Western Urban	Arias et al		KU296799	https://www.ncbi.nlm.nih.gov/nuccore/KU296799
KT4730	2015-02-07	Sierra Leone	Sierra Leone	Arias et al		KU296416	https://www.ncbi.nlm.nih.gov/nuccore/KU296416
77712_EMLK	2015-01-10	Sierra Leone	Western Urban	Arias et al		KU296400	https://www.ncbi.nlm.nih.gov/nuccore/KU296400
77644_EMLK	2015-01-07	Sierra Leone	Western Urban	Arias et al		KU296312	https://www.ncbi.nlm.nih.gov/nuccore/KU296312
77669_EMLK	2015-01-08	Sierra Leone	Sierra Leone	Arias et al		KU296367	https://www.ncbi.nlm.nih.gov/nuccore/KU296367
77573_EMLK	2015-01-03	Sierra Leone	Western Urban	Arias et al		KU296516	https://www.ncbi.nlm.nih.gov/nuccore/KU296516
PL4292	2015-03-03	Sierra Leone	Kambia	Arias et al		KU296827	https://www.ncbi.nlm.nih.gov/nuccore/KU296827
14521_EMLK	2015-02-13	Sierra Leone	Western Urban	Arias et al		KU296755	https://www.ncbi.nlm.nih.gov/nuccore/KU296755
KT5859	2015-03-10	Sierra Leone	Sierra Leone	Arias et al		KU296463	https://www.ncbi.nlm.nih.gov/nuccore/KU296463
MK2364	2015-02-24	Sierra Leone	Bombali	Arias et al		KU296719	https://www.ncbi.nlm.nih.gov/nuccore/KU296719
MK2369	2015-02-25	Sierra Leone	Bombali	Arias et al		KU296832	https://www.ncbi.nlm.nih.gov/nuccore/KU296832
MK2437	2015-02-26	Sierra Leone	Bombali	Arias et al		KU296469	https://www.ncbi.nlm.nih.gov/nuccore/KU296469
MK2710	2015-03-05	Sierra Leone	Bombali	Arias et al		KU296703	https://www.ncbi.nlm.nih.gov/nuccore/KU296703
732_EMLH	2015-02-11	Sierra Leone	Sierra Leone	Arias et al		KU296391	https://www.ncbi.nlm.nih.gov/nuccore/KU296391
12181_EMLH	2015-02-23	Sierra Leone	Western Urban	Arias et al		KU296783	https://www.ncbi.nlm.nih.gov/nuccore/KU296783
PL4059	2015-02-26	Sierra Leone	Port Loko	Arias et al		KU296485	https://www.ncbi.nlm.nih.gov/nuccore/KU296485
MK2383	2015-02-25	Sierra Leone	Bombali	Arias et al		KU296583	https://www.ncbi.nlm.nih.gov/nuccore/KU296583
KT5245	2015-02-22	Sierra Leone	Sierra Leone	Arias et al		KU296411	https://www.ncbi.nlm.nih.gov/nuccore/KU296411
KT4828	2015-02-10	Sierra Leone	Sierra Leone	Arias et al		KU296745	https://www.ncbi.nlm.nih.gov/nuccore/KU296745
10454_EMLK	2015-02-12	Sierra Leone	Western Urban	Arias et al		KU296679	https://www.ncbi.nlm.nih.gov/nuccore/KU296679
DML12117	2015-02-26	Sierra Leone	Western Urban	Smits et al		KT357816	https://www.ncbi.nlm.nih.gov/nuccore/KT357816
DML12033	2015-02-19	Sierra Leone	Western Urban	Smits et al		KT357813	https://www.ncbi.nlm.nih.gov/nuccore/KT357813
MK2342	2015-02-24	Sierra Leone	Bombali	Arias et al		KU296347	https://www.ncbi.nlm.nih.gov/nuccore/KU296347
DML12137	2015-02-28	Sierra Leone	Western Urban	Smits et al		KT357819	https://www.ncbi.nlm.nih.gov/nuccore/KT357819
DML12485	2015-03-31	Sierra Leone	Western Urban	Smits et al		KT357824	https://www.ncbi.nlm.nih.gov/nuccore/KT357824
DML12116	2015-02-26	Sierra Leone	Western Urban	Smits et al		KT357815	https://www.ncbi.nlm.nih.gov/nuccore/KT357815
KT5542	2015-02-20	Sierra Leone	Sierra Leone	Arias et al		KU296557	https://www.ncbi.nlm.nih.gov/nuccore/KU296557
PL4569	2015-03-10	Sierra Leone	Port Loko	Arias et al		KU296598	https://www.ncbi.nlm.nih.gov/nuccore/KU296598
PL4696	2015-03-13	Sierra Leone	Port Loko	Arias et al		KU296513	https://www.ncbi.nlm.nih.gov/nuccore/KU296513
MK2431	2015-02-25	Sierra Leone	Bombali	Arias et al		KU296562	https://www.ncbi.nlm.nih.gov/nuccore/KU296562
MK2427	2015-02-25	Sierra Leone	Bombali	Arias et al		KU296759	https://www.ncbi.nlm.nih.gov/nuccore/KU296759
MK2362	2015-02-24	Sierra Leone	Bombali	Arias et al		KU296842	https://www.ncbi.nlm.nih.gov/nuccore/KU296842
12578_EMLH	2015-03-20	Sierra Leone	Western Rural	Arias et al		KU296307	https://www.ncbi.nlm.nih.gov/nuccore/KU296307
741_EMLH	2015-02-11	Sierra Leone	Western Urban	Arias et al		KU296295	https://www.ncbi.nlm.nih.gov/nuccore/KU296295
MK2673	2015-03-03	Sierra Leone	Bombali	Arias et al		KU296749	https://www.ncbi.nlm.nih.gov/nuccore/KU296749
12666_EMLH	2015-03-26	Sierra Leone	Western Rural	Arias et al		KU296803	https://www.ncbi.nlm.nih.gov/nuccore/KU296803
DML12120	2015-02-27	Sierra Leone	Western Urban	Smits et al		KT357817	https://www.ncbi.nlm.nih.gov/nuccore/KT357817
12275_EMLH	2015-03-02	Sierra Leone	Western Urban	Arias et al		KU296538	https://www.ncbi.nlm.nih.gov/nuccore/KU296538
12180_EMLH	2015-02-22	Sierra Leone	Western Urban	Arias et al		KU296310	https://www.ncbi.nlm.nih.gov/nuccore/KU296310
12781_EMLH	2015-04-06	Sierra Leone	Western Urban	Arias et al		KU296520	https://www.ncbi.nlm.nih.gov/nuccore/KU296520
10402_EMLK	2015-02-10	Sierra Leone	Western Urban	Arias et al		KU296635	https://www.ncbi.nlm.nih.gov/nuccore/KU296635
KT5788	2015-03-07	Sierra Leone	Sierra Leone	Arias et al		KU296704	https://www.ncbi.nlm.nih.gov/nuccore/KU296704
12767_EMLH	2015-04-04	Sierra Leone	Western Urban	Arias et al		KU296768	https://www.ncbi.nlm.nih.gov/nuccore/KU296768
KT5233	2015-02-21	Sierra Leone	Western Rural	Arias et al		KU296750	https://www.ncbi.nlm.nih.gov/nuccore/KU296750
KT5225	2015-02-21	Sierra Leone	Sierra Leone	Arias et al		KU296517	https://www.ncbi.nlm.nih.gov/nuccore/KU296517
10415_EMLK	2015-02-10	Sierra Leone	Western Urban	Arias et al		KU296741	https://www.ncbi.nlm.nih.gov/nuccore/KU296741
MK3043	2015-03-14	Sierra Leone	Bombali	Arias et al		KU296474	https://www.ncbi.nlm.nih.gov/nuccore/KU296474
MK2850	2015-03-09	Sierra Leone	Bombali	Arias et al		KU296374	https://www.ncbi.nlm.nih.gov/nuccore/KU296374
MK2334	2015-02-23	Sierra Leone	Bombali	Arias et al		KU296366	https://www.ncbi.nlm.nih.gov/nuccore/KU296366
731_EMLH	2015-02-11	Sierra Leone	Western Urban	Arias et al		KU296765	https://www.ncbi.nlm.nih.gov/nuccore/KU296765
PL7483	2015-05-31	Sierra Leone	Sierra Leone	Arias et al		KU296673	https://www.ncbi.nlm.nih.gov/nuccore/KU296673
MK2008	2015-02-12	Sierra Leone	Western Urban	Arias et al		KU296526	https://www.ncbi.nlm.nih.gov/nuccore/KU296526
10455_EMLK	2015-02-12	Sierra Leone	Western Urban	Arias et al		KU296388	https://www.ncbi.nlm.nih.gov/nuccore/KU296388
MK2789	2015-03-07	Sierra Leone	Bombali	Arias et al		KU296613	https://www.ncbi.nlm.nih.gov/nuccore/KU296613
PL5228	2015-03-23	Sierra Leone	Port Loko	Arias et al		KU296535	https://www.ncbi.nlm.nih.gov/nuccore/KU296535
PL5179	2015-03-22	Sierra Leone	Port Loko	Arias et al		KU296638	https://www.ncbi.nlm.nih.gov/nuccore/KU296638
PL4680	2015-03-12	Sierra Leone	Sierra Leone	Arias et al		KU296689	https://www.ncbi.nlm.nih.gov/nuccore/KU296689
PL4651	2015-03-12	Sierra Leone	Port Loko	Arias et al		KU296841	https://www.ncbi.nlm.nih.gov/nuccore/KU296841
PL4570	2015-03-10	Sierra Leone	Port Loko	Arias et al		KU296451	https://www.ncbi.nlm.nih.gov/nuccore/KU296451
12634_EMLH	2015-03-24	Sierra Leone	Western Urban	Arias et al		KU296653	https://www.ncbi.nlm.nih.gov/nuccore/KU296653
MK2790	2015-03-07	Sierra Leone	Bombali	Arias et al		KU296452	https://www.ncbi.nlm.nih.gov/nuccore/KU296452
MK2282	2015-02-22	Sierra Leone	Bombali	Arias et al		KU296788	https://www.ncbi.nlm.nih.gov/nuccore/KU296788
KT5382	2015-02-25	Sierra Leone	Western Rural	Arias et al		KU296657	https://www.ncbi.nlm.nih.gov/nuccore/KU296657
MK2367	2015-02-25	Sierra Leone	Bombali	Arias et al		KU296652	https://www.ncbi.nlm.nih.gov/nuccore/KU296652
MK2370	2015-02-25	Sierra Leone	Bombali	Arias et al		KU296760	https://www.ncbi.nlm.nih.gov/nuccore/KU296760
MK2449	2015-02-26	Sierra Leone	Bombali	Arias et al		KU296466	https://www.ncbi.nlm.nih.gov/nuccore/KU296466
MK2436	2015-02-26	Sierra Leone	Bombali	Arias et al		KU296626	https://www.ncbi.nlm.nih.gov/nuccore/KU296626
MK2344	2015-02-24	Sierra Leone	Bombali	Arias et al		KU296586	https://www.ncbi.nlm.nih.gov/nuccore/KU296586
MK2365	2015-02-25	Sierra Leone	Bombali	Arias et al		KU296363	https://www.ncbi.nlm.nih.gov/nuccore/KU296363
12242_EMLH	2015-02-28	Sierra Leone	Western Urban	Arias et al		KU296604	https://www.ncbi.nlm.nih.gov/nuccore/KU296604
MK2255	2015-02-21	Sierra Leone	Bombali	Arias et al		KU296648	https://www.ncbi.nlm.nih.gov/nuccore/KU296648
MK2506	2015-02-27	Sierra Leone	Bombali	Arias et al		KU296360	https://www.ncbi.nlm.nih.gov/nuccore/KU296360
MK2938	2015-03-11	Sierra Leone	Bombali	Arias et al		KU296771	https://www.ncbi.nlm.nih.gov/nuccore/KU296771
PL5019	2015-03-19	Sierra Leone	Port Loko	Arias et al		KU296627	https://www.ncbi.nlm.nih.gov/nuccore/KU296627
MK2283	2015-02-22	Sierra Leone	Bombali	Arias et al		KU296833	https://www.ncbi.nlm.nih.gov/nuccore/KU296833
MK2366	2015-02-25	Sierra Leone	Bombali	Arias et al		KU296810	https://www.ncbi.nlm.nih.gov/nuccore/KU296810
MK2397	2015-02-25	Sierra Leone	Bombali	Arias et al		KU296444	https://www.ncbi.nlm.nih.gov/nuccore/KU296444
PL4194	2015-03-02	Sierra Leone	Port Loko	Arias et al		KU296501	https://www.ncbi.nlm.nih.gov/nuccore/KU296501
MK2341	2015-02-24	Sierra Leone	Bombali	Arias et al		KU296494	https://www.ncbi.nlm.nih.gov/nuccore/KU296494
12179_EMLH	2015-02-22	Sierra Leone	Western Urban	Arias et al		KU296531	https://www.ncbi.nlm.nih.gov/nuccore/KU296531
MK2343	2015-02-24	Sierra Leone	Bombali	Arias et al		KU296640	https://www.ncbi.nlm.nih.gov/nuccore/KU296640
MK2382	2015-02-25	Sierra Leone	Bombali	Arias et al		KU296686	https://www.ncbi.nlm.nih.gov/nuccore/KU296686
MK2724	2015-03-05	Sierra Leone	Bombali	Arias et al		KU296695	https://www.ncbi.nlm.nih.gov/nuccore/KU296695
Makona-UK3	2015-03-12	Sierra Leone	Western Area	Lewandowski et al		KR025228	https://www.ncbi.nlm.nih.gov/nuccore/KR025228
KT5486	2015-02-27	Sierra Leone	Sierra Leone	Arias et al		KU296680	https://www.ncbi.nlm.nih.gov/nuccore/KU296680
DML12051	2015-02-21	Sierra Leone	Western Urban	Smits et al		KT357814	https://www.ncbi.nlm.nih.gov/nuccore/KT357814
MK2371	2015-02-25	Sierra Leone	Bombali	Arias et al		KU296397	https://www.ncbi.nlm.nih.gov/nuccore/KU296397
Goderich1	2015-02-19	Sierra Leone	Western Urban	Capobianchi et al	https://www.ncbi.nlm.nih.gov/pubmed/26404609	KT345616	https://www.ncbi.nlm.nih.gov/nuccore/KT345616
MK2570	2015-03-01	Sierra Leone	Bombali	Arias et al		KU296346	https://www.ncbi.nlm.nih.gov/nuccore/KU296346
DML12260	2015-03-09	Sierra Leone	Western Urban	Smits et al		KT357821	https://www.ncbi.nlm.nih.gov/nuccore/KT357821
KT5858	2015-03-10	Sierra Leone	Sierra Leone	Arias et al		KU296754	https://www.ncbi.nlm.nih.gov/nuccore/KU296754
MK2717	2015-03-04	Sierra Leone	Bombali	Arias et al		KU296425	https://www.ncbi.nlm.nih.gov/nuccore/KU296425
MK2395	2015-02-25	Sierra Leone	Bombali	Arias et al		KU296336	https://www.ncbi.nlm.nih.gov/nuccore/KU296336
12580_EMLH	2015-03-20	Sierra Leone	Western Rural	Arias et al		KU296574	https://www.ncbi.nlm.nih.gov/nuccore/KU296574
KT5214	2015-02-20	Sierra Leone	Sierra Leone	Arias et al		KU296338	https://www.ncbi.nlm.nih.gov/nuccore/KU296338
KT5787	2015-03-07	Sierra Leone	Western Urban	Arias et al		KU296711	https://www.ncbi.nlm.nih.gov/nuccore/KU296711
MK3183	2015-03-17	Sierra Leone	Bombali	Arias et al		KU296800	https://www.ncbi.nlm.nih.gov/nuccore/KU296800
MK2826	2015-03-08	Sierra Leone	Bombali	Arias et al		KU296405	https://www.ncbi.nlm.nih.gov/nuccore/KU296405
DML12268	2015-03-10	Sierra Leone	Western Urban	Smits et al		KT357822	https://www.ncbi.nlm.nih.gov/nuccore/KT357822
12192_EMLH	2015-02-23	Sierra Leone	Western Urban	Arias et al		KU296511	https://www.ncbi.nlm.nih.gov/nuccore/KU296511
MK2307	2015-02-23	Sierra Leone	Sierra Leone	Arias et al		KU296536	https://www.ncbi.nlm.nih.gov/nuccore/KU296536
MK2788	2015-03-07	Sierra Leone	Bombali	Arias et al		KU296573	https://www.ncbi.nlm.nih.gov/nuccore/KU296573
KT5789	2015-03-07	Sierra Leone	Western Urban	Arias et al		KU296713	https://www.ncbi.nlm.nih.gov/nuccore/KU296713
MK2825	2015-03-08	Sierra Leone	Bombali	Arias et al		KU296402	https://www.ncbi.nlm.nih.gov/nuccore/KU296402
MK3462	2015-03-26	Sierra Leone	Bombali	Arias et al		KU296565	https://www.ncbi.nlm.nih.gov/nuccore/KU296565
MK3479	2015-03-26	Sierra Leone	Bombali	Arias et al		KU296483	https://www.ncbi.nlm.nih.gov/nuccore/KU296483
MK2983	2015-03-12	Sierra Leone	Bombali	Arias et al		KU296393	https://www.ncbi.nlm.nih.gov/nuccore/KU296393
MK2398	2015-02-25	Sierra Leone	Bombali	Arias et al		KU296578	https://www.ncbi.nlm.nih.gov/nuccore/KU296578
MK2405	2015-02-25	Sierra Leone	Bombali	Arias et al		KU296542	https://www.ncbi.nlm.nih.gov/nuccore/KU296542
MK2448	2015-02-26	Sierra Leone	Bombali	Arias et al		KU296818	https://www.ncbi.nlm.nih.gov/nuccore/KU296818
KT5786	2015-03-07	Sierra Leone	Sierra Leone	Arias et al		KU296590	https://www.ncbi.nlm.nih.gov/nuccore/KU296590
KT5224	2015-02-21	Sierra Leone	Sierra Leone	Arias et al		KU296383	https://www.ncbi.nlm.nih.gov/nuccore/KU296383
MK2900	2015-03-10	Sierra Leone	Bombali	Arias et al		KU296787	https://www.ncbi.nlm.nih.gov/nuccore/KU296787
12579_EMLH	2015-03-20	Sierra Leone	Western Rural	Arias et al		KU296548	https://www.ncbi.nlm.nih.gov/nuccore/KU296548
